text,binary,multiclass
"i agree, let him rest in peace. however... this disgusts me! how can you say his good deeds outweigh his anti-gay sentiments? i could pass out money and food to the poor and homeless, cure cancer, invent the longer lasting lightbulb, and run around shouting racial slurs at blacks while fighting to take away their rights. but hey, at least the good that i did outweighs the last part right? it's not like i am the grand-dragon of the klan right? sure, intolerance and bigotry are ok as long as you do good things to outweigh them. emoticonxrolleyes i am certainly not trying to spit on his grave...but 5 good acts do not erase 1 bad act. oppresion against anyone is not a christian value...or so i heard.",Not Hope,Sarcasm
Wow it���s almost like we don���t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,Not Hope,Sarcasm
"And refusing to donate your resources is killing, so I have killed someone by not donating my blood etc.
",Not Hope,Sarcasm
"PROJECTION, again.... I'm amazed you can't recognise the amount you do it....",Not Hope,Sarcasm
yeah that would be fantastic if they came back... and killed tens of millions more people. that would be fantastic!!!! thanks for that... just because ;),Hope,Sarcasm
"Just like I predicted. And I'm pretty sure from your screen name and the way you wrote your OP that you had already made up your mind before you did your first post. You've tried to pull off your little charade here but I had you pegged from the get-go.
Nice try.",Not Hope,Sarcasm
Born again? Pardon me for getting it right the first time. ;),Not Hope,Sarcasm
"Nope, you're posting your own BS.. and just making yourself look more stupid than you are.. if that's possible...
emoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCry
How's your Uncle EZridden.. haven't seen him today...emoticonXKill",Not Hope,Sarcasm
"You were asked to give us your explanation of evolution. So far you've just regurgitated creationist arguments against it, without showing that you actually understand what you're arguing against. But instead of trying to answer the question that was asked of you, you just spat out some more quotes. The least you could have done was to use quotes that explained evolution as you percieve it, but they're not even on topic, going on about morality and atheism! You continue to confirm your ignorance for us.",Not Hope,Sarcasm
"they don't have toilets there. they have buckets to poop in. the guards threw the korans in the buckets. but yeah, who needs credible reporting? bush reported that saddam bought uranium from niger. this was based on a forged report from a source that the cia said wasn't credible. that sparked some violence and deaths if i recall.",Not Hope,Sarcasm
"If she was French then she was probably good looking, and definitely not fat, as fat french women do not exist. emoticonXClown",Not Hope,Sarcasm
"Yeah, ok Archie. I see what you mean about a second grader understanding your argument though. It was written and presented as if by a second grader, after all.
Simple questions, no answers-just insults and tantrum throwing.",Not Hope,Sarcasm
"Dear Hypocrite,Do you wish to be a competent poster and actually respond to questions and requests? If so, please answer my request (on the other thread) and I will be happy to answer your questions.",Not Hope,Sarcasm
how many light bulbs does it take to screw in a light bulb? ponder that and call me in the morning.,Not Hope,Sarcasm
"hey, heres a wacky idea..... how about some evidence to support creationism, ray? its all well and good finding fault with the paradigm, but the 'failure' of evolution to explain whatever it is you are rambling about, does in no way build a case for your belief.  so lets be seeing it. evidence for a 6000 year old earth, made by god.",Not Hope,Sarcasm
I note the bolding but the reason for it is as inscrutable as the peculiar form of what appears to be English which is used.,Not Hope,Sarcasm
"wait so being bullied is infringing on your rights? well no duh but if i 'bucko' have to deal with it on a daily basis just for the fact that i'm slightly different i'm not surprised someone has to deal with it for their sexuality. and if they just dealt with the fact they were gay, accepted it and realized that other people aren't the end all and be all, that they'd eventually find people who accepted them for who they were and that high school wasn't the world maybe they'd still be alive.",Not Hope,Sarcasm
"That's nice, but have you ever thought of reading your own religion's Holy Book so that you can intelligently discuss what it is that Jesus and his disciples said?
",Not Hope,Sarcasm
Your posts read like gibberish when you fail to complete the thought. Try to be more careful in the future.,Hope,Sarcasm
"And you're the guy who can't be troubled with algebra, telling the guys who have read up on calculus that THEY don't understand...
emoticonXGood",Not Hope,Sarcasm
A load of unowhat repeated for many years now. Junk science commissioned to get results that were desired. Check out lung cancer rates for Rastafarians. Nothing abnormally high. Gateway my arse.,Not Hope,Sarcasm
"Sure Justine, just like all those gay couples that waited until their state recognized gay marriage to tie the knot on TV. And then once the media got tired of it it's died down to a trickle in Massachusetts . . .   Marriage as a political lobbyists' tool isn't too sacred IMO.",Not Hope,Sarcasm
"Well, if someday you have a real answer, feel free to post it.
Oh, and don't worry about me. I won't be holding my breath.",Not Hope,Sarcasm
"And how is that? Your stereotypical view is supposed to represent ""truth""?? LMAO. B**** (and I mean that ""lovingly"") I'm friggin married. For 10 years. I don't accept ""gay sex proposals"", unless it's from my husband. And he ain't ""white"". I had my flings with y'all....and y'all ain't right. I moved on. 
And learn to use English ""correctly"". A remedial English course is recommended. And I have never lived in Sodom. I'm a Houstonian. B^^^^.",Not Hope,Sarcasm
"Point taken,however since he likes inflicting said pain on himself what can you do?I think he likes it.emoticonXHoho",Not Hope,Sarcasm
"why are you afraid of guns? has one jumped up and shot at you? you should never fear a gun, respect the gun.",Not Hope,Sarcasm
"Yep, suppressing natural behavior is always the way to go. We should also get them to stop pooping.",Not Hope,Sarcasm
"the same could be said of you... little jimmy is torturing small animals, but don't worry. he isn't killing anybody... < end sarcasm > the quote in question. 'i want to see them as radically laying down their lives for the gospel. as they are over in pakistan, in israel, in palistan, in all those different places...' it references some pretty serious hotbeds of violence. not just *figuratively* committing your life to god, but people killing in god's name. people dying in god's name. plus, she explicitly states 'radically laying down their lives'. not *figuratively* laying down their lives. she chose a word that indicates elevation of action. quite frankly, i am astonished that you don't seem to have any concern over her statement. you write it off without even bothering to look at what she actually said.",Not Hope,Sarcasm
"By sending a tribute to ME, of course. Large and small denominations will be greatly appreciated. emoticonXGood",Hope,Sarcasm
"And with your current attitude and those like you, you will lose again..........Hey I love it............keep up the good work......
I don't think I could have the hate for someone that you have but if I did I would definitely move on to a place like Canada or Cuba where the majority agree with my beliefs.........
That is just me though...........",Not Hope,Sarcasm
"Did you forget the other part of the analogy? A trillion dollars is.
",Not Hope,Sarcasm
"The IDEA isn't a bunch of bull, but our implementation of it does leave a lot to be desired. Too bad Jefferson wasn't immortal!!!
",Hope,Sarcasm
"Hi Archie! How's the fact checking going? Same as usual?
Look at Cash's posting history. You should recognize it, it's similar to yours. I even outlined it above for you.
Oh, so he didn't insult Pandion in this specific instance, so I was therefore wrong to say that his usual repertoire consists of insulting those who disagree with him? No, I don't think that's the way it works.",Not Hope,Sarcasm
"why would you think such an absurd concept. corporations don't cast a vote in an election do they? why not?  does a corporation have a mind of it's own that it may look to it's interests in it's attempts to influence legislation? no, it permits individuals to overcome finance laws and exercise greater influence than is normally permitted for an individual. should your car have rights? you pay a tax for it. how about your house? pay a tax for that also every year.",Not Hope,Sarcasm
"Sweetie, if every gay person were as wealthy as Mary Cheney, we could laugh all the way to the bank and ignore the prejudice in society the way she does. Indeed, we'd probably be the darlings of the GOP. Unfortunately for your delusion, gays are no more or less wealthy on average than anyone else. ",Not Hope,Sarcasm
I see. Then what you are claiming is that creationists are the ones who should define the vocabulary to be used by evolutionary biologists. Would it then be ok for atheists to define the vocabulary of Christianity?,Not Hope,Sarcasm
"'they'll come up with hundreds, sometimes even thousands of products relating to homosexuality [and promotion of] the agenda of the homosexual community,' sharp told christian publication agape.' i would be fascintaed, and probably highly amused, to see what products they think are promoting the homosexual agenda. it would probably be a wonderful peek inside their rather twisted little minds. i mean, what are they talking about? astroglide? silk boxers? potted ferns? the mind boggles at what they might be afraid of here. oh noes! my son just saw a teletubbies tape on that rack, now he's going to catch gayness!!",Not Hope,Sarcasm
"Let me help you with that. emoticonXAngel She's a conservative!
I'll bet her upcoming debate with Biden will get far more attention than McCain/Obama did! I'll sure be watching! Word has it that the moderator is an Obama lover. 
I'm just surprised that so many consider it so important how one performs in these quick witted, personality contests. Just because a person is slightly off the mark in wits doesn't mean he/she would not be a good leader - able to make sound political decisions. 
",Not Hope,Sarcasm
"So what does this have to do with the topic? Alcohol is legal, marijuana isn't, but they both serve the same purpose (getting high), so why should one be illegal and the other not?",Not Hope,Sarcasm
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",Hope,Sarcasm
"Speak of the Devil! And, speaking of hate speech and insults, OS is the ultimate master.",Not Hope,Sarcasm
Better get back on the meds. It appears that your lithium level has dropped a tad and increased your paranoia.   Here's a little info on the Pope:,Not Hope,Sarcasm
"how can they not just love us in iraq? everything is just peaches and cream! don't worry, be happy.emoticonxkill  <snip> http://www.msnbc.msn.com/id/10681158/",Not Hope,Sarcasm
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,Not Hope,Sarcasm
"oh, so business owners don't make 'real' contributions to society? whoa boy, slow down there. i didn't say that government offices should be passed down. what are you going to do...make inheritence illegal? you didn't read my answer obviously. just because people have money doesn't mean they have to share it. the government doesn't have the right to take money away from the rich and give it to the poor. so what if rich people don't give money to the poor! it's their choice. god tells us to give money to the poor, but he also gave us a free will. it's not the governments responsibility to help the poor, it's the church's responsibility.",Not Hope,Sarcasm
"You mean the malcontents bred? Oh Noes! Who are the ""we"" who get to do it back, and whose army will you borrow to do it with? the present bunch of obese felons are already struggling to cope with their present duties.",Not Hope,Sarcasm
some people just need killin'' - that sounds just fantastic!,Hope,Sarcasm
"did you actually read all of that? wow, i'm impressed. maybe next time you should actually try and refute my argument.",Hope,Sarcasm
thinking about how no one is obsessed with me ����,Not Hope,Sarcasm
"OMG SO TRUE!!! Two of my friends chose to be asian, my mom chose to be a woman, and my PE teacher chose to be black. OMGZZ@! YOURE SO RIGHT!!!",Not Hope,Sarcasm
"what a pitiful quotation. is there something that you try to achieve with that? you're attempting to say that all who are christian are illogical, which i find just plain silly. are you not aware of the great minds who proclaimed their belief in god? plus, is that the image you want to portray for yourself? what a great person who slanders of religions. the great atheist himself! could you explain why you think that?",Not Hope,Sarcasm
"Have some cheese with your whine, turkey?
Who is the liar? It is the person who denies that Jesus is the Christ. Such a person is an antichrist. 1 John 2:22
That would be you and those like you. Repent, you heathen!",Not Hope,Sarcasm
"And if the state decides to keep abortion legal? Then you don't care if these ""gifts from God"" have a chance or not?",Not Hope,Sarcasm
"Repent, you Christ-denying, gay bashing radical heathen.. well, you already are going to end up in the Pit.",Not Hope,Sarcasm
Agreeing with the right to dunk on the centre is the real dialectical materialism,Not Hope,Sarcasm
"i love it when christians say this...pay who, for what, whose sin? if he is god, no one had to die for anything. he could blink his eyes and everything would be as he wanted!",Not Hope,Sarcasm
naming my son onickolas in honor of my love for @NICKIMINAJ,Hope,Sarcasm
