binary,multiclass,spanish_translation
Not Hope,Sarcasm,"Te digo que, mover 100 años luz de la tierra, ahora mirarlo con un telescopio. ver cualquier cosa hecha por el hombre, computadoras por ejemplo? cuerpos humanos? ok ahora volver a la tierra y mirar donde estabas. ver cualquier cuerpo, cualquier computadora, cualquier vida?"
Not Hope,Sarcasm,"Así que usted pediría misericordia para los abusadores de niños, torturadores, asesinos en masa, hitler, etc. wow. (la ironía con su declaración es que la enseñanza cristiana es exactamente lo que usted está diciendo que usted pediría. una persona puede ser el peor ser humano imaginable, y si aceptan a Cristo en su lecho de muerte, van al cielo.)"
Not Hope,Sarcasm,"¿Qué has estado olfateando? ¿una sobredosis de prozac tal vez? ¿alguna vez oído hablar de la libertad religiosa? esto no son las cruzadas. ¿quiénes fueron los que volaron aviones en las torres gemelas? ¿quién fue quien causó que el hombre, las mujeres.niños a ser quemados a la muerte, o fjump a su muerte? ¿quién es responsable del bombero nyc que se mira en el espejo y llora por sus camaradas caídos? ¿cómo te atreves!"
Not Hope,Sarcasm,"¿No celebrarías que Osama está fuera de la foto? Tal vez no organizar una fiesta, pero un ni siquiera un simple ""yippee!""? Sí, claro. Qué carga."
Not Hope,Sarcasm,No me molesté en explicar tus puntos sobre la esclavitud porque no tiene sentido no estoy de acuerdo con tus afirmaciones como sospecho que lo harían la mayoría de los historiadores pero no me sorprende que los cristianos traten de afirmar que terminaron con la esclavitud ya que también tratan de afirmar falsamente que fundaron el país.
Not Hope,Sarcasm,"Me encanta cuando homofóbicos heterosexuales nos dicen lo que es ser gay. Soy una mujer, tal vez debería decirle a todos los chicos que realmente no se lastiman cuando les patean en las bolas. emoticonxrolleyes"
Not Hope,Sarcasm,"Así que si salgo a comprar un coche Brand X y luego me arrepiento un año después, ¿significa eso que a nadie se le debe permitir salir y comprar un coche Brand X? ¿Tengo derecho a tener una opinión y compartirla con otros... seguro. Sin embargo, podrían otros comprar un coche Brand X y nunca arrepentirse... absolutamente. ¿Debería mi experiencia negativa ser usada para evitar que otros se involucren en algo que ellos podrían considerar positivo? Suena un poco fascista para mí."
Not Hope,Sarcasm,Usando mis habilidades de edición de vídeo recientemente adquiridas en mí mismo para variar. Una asignación #presentación oral en #healtheconomics es tan divertida como suena https://t.co/1LKHVyupie
Not Hope,Sarcasm,"Usted sabe, usted y Saddam pueden tener más en común de lo que usted podría haber pensado, pero realmente, creo que pueden estar en algo con Sharia Law, si usted roba, le cortan la mano, bastante buen disuasorio, si usted hace drogas le ejecutan, si usted comete adulterio le apedrean hasta la muerte, pero Saddam pensó que Sharia ley era demasiado duro para ser utilizado en la práctica general."
Not Hope,Sarcasm,"Bueno, en realidad no he visto su punto de vista expresado en ninguna parte, sino en estos foros. Me parece que si su ascenso a la ascendencia por lo menos un científico en algún lugar lo habría mencionado recientemente. La búsqueda rápida revela ninguna mención en absoluto. Por supuesto, si usted dice su desplazamiento NDS entonces supongo que tendré que estar de acuerdo - usted es un biólogo bien conocido y todo, pero sigo siendo tal vez un poco irracional escéptico."
Not Hope,Sarcasm,"Bienvenido a Creationistland, donde las reacciones químicas no se pueden explicar o predecir a menos que sepamos el origen de los átomos involucrados. ¿Estas personas revisan las etiquetas de todos sus alimentos antes de comer para que la fruta de la bulgaria realmente tenga un impacto en sus cuerpos? debe ser un problema para comer en un restaurante. 'discúlpeme, señor, pero ¿puede decirme dónde se crió este pollo? si no me dice, entonces no voy a obtener ninguna proteína de ella.'"
Not Hope,Sarcasm,"Aquí está un hecho que no tiene que gustar: Nueva York legalizó el matrimonio del mismo sexo. Awww... es su débil desfallecimiento huwt? Bien. Ya es hora de que te despiertes a la realidad de que estás en una mayoría cada vez menor, y le guste o no ... la democracia se ha servido. GO NY!!!"
Not Hope,Sarcasm,Sólo disloqué mi puta rodilla otra vez mientras estaba en un paseo FAB
Not Hope,Sarcasm,yo no llegar al trabajo es un movimiento feminista en realidad
Hope,Sarcasm,Realmente estoy deseando no abrazar a mis amigos y familia a través de la elección en lugar de por la ley.
Hope,Sarcasm,Me alegro de que no se encontrara con una pila de estiércol mientras nos estaba fabricando.
Not Hope,Sarcasm,"Tu dios no ve ningún grado de pecado. Afeitarte la barba, violar a tu bebé, etc., son todos castigados con la muerte. Es decir, a menos que te arrepientas."
Not Hope,Sarcasm,"Mira. respondió de nuevo. Te juro, sólo se pone más divertido. mira lo lejos que ha logrado engañarse a sí mismo: 'estás enojado conmigo por simplemente decir la verdad innegable. ¿La verdad normalmente te molesta?' lol. No me sorprende que un miembro de skinhead y potencial kkk piensa que su perspectiva es absoluta mientras que la de todos los demás es inferior."
Not Hope,Sarcasm,"¿Cuántas veces los ""evangelicos"" han estado ""tan preocupados"" acerca de lo que los niños gay y los padres gay están haciendo?? ¿Alguna vez te preguntas por qué los grupos ""familiares"" están ""tan preocupados"" por ellos cuando informan interminablemente sobre sus acciones?"
Hope,Sarcasm,Usted es el que confunde un sexo de los niños con la naturaleza sexual. Sólo espero que su viejo hogar de la gente no está cerca de una escuela. Por favor explique su última frase (su homofobia se nota).
Hope,Sarcasm,"Dios mío, es la primera semana de las vacaciones de verano y Harrison ha encontrado su grabadora."
Not Hope,Sarcasm,"Bueno, comparado contigo, soy un género espiritual, así que el 95% de la raza humana."
Not Hope,Sarcasm,"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz Lo sé, ¿verdad? Incluso quería que la gente pobre estuviera sana, porque era básicamente un puto comunista. Qué hippie."
Not Hope,Sarcasm,¿Qué tan poco interesante debe ser para que usted intencionalmente pasar tiempo molestando a la gente en Internet?
Hope,Sarcasm,¿Me estás diciendo que un día podría tener garras saliendo de mis manos?.........¡DULCE!
Not Hope,Sarcasm,"Esa es una de las cosas más tontas que he oído nunca. si estos maniquíes no tienen un problema con el aumento de la información, pero tienen un problema con el aumento de la información beneficiosa, ¿no crees que hay un problema? incluiste. no tienes un problema con el cambio, sólo un buen cambio bugs te. tonto!"
Hope,Sarcasm,"Escúchame... La letra en ""coney island"" debería haber sido ""perdido de nuevo sin sorpresas, las decepciones cierran tu EYESES"" Arreglado para ti @taylorswift13 #evermorealbum @taylornation13"
Not Hope,Sarcasm,Y usted simplemente no puede confiar en lo que usted oye en MTV o la radio más. Ellos tocan lo que es comercializable - no necesariamente lo que es bueno. Clear Channel no sabría buena música si la metí en su XXX y la encendí en el fuego.
Not Hope,Sarcasm,"El pobre tirador probablemente pensó, inocentemente, que sus compatriotas podrían estar a punto de dispararle con sus portas ocultas, les disparó primero, una respuesta perfectamente razonable."
Not Hope,Sarcasm,¿Crees que cuando un hombre blanco de mediana edad va a comprar un gran elevado nuevo F150 que comprueban para asegurarse de que su pene es increíblemente pequeño??? o simplemente toman su palabra para ello
Not Hope,Sarcasm,Salí hoy y de repente mi depresión se curó.
Not Hope,Sarcasm,Y los llamamientos emocionales irracionales rara vez se sostienen frente a la lógica
Not Hope,Sarcasm,"Toda la ciencia es provisional. Para los absolutos, miramos a su interpretación de su biblia. Eso es siempre absoluto y más allá de cualquier corrección."
Not Hope,Sarcasm,"Realmente es triste cuando un oponente es más amigable que un aliado, Mega. Al menos Ian respondió de una manera amistosa, y él y yo ni siquiera estamos de acuerdo en este tema."
Not Hope,Sarcasm,"Si ves #TheCrown y no simultáneamente wiki profundo-dive en la familia real, ¿siquiera viste The Crown?"
Not Hope,Sarcasm,"Una vez más - mostrar nuestras palabras exactas donde decimos que debe negar sus argumentos contra el matrimonio entre personas del mismo sexo? Sus argumentos se niegan a sí mismos y no necesitan ayuda de él, y no pretendemos que su hipocresía niega los argumentos - sólo señalamos su hipocresía. Todo lo que veo aquí es que haciendo inferencias y especulaciones salvajes en algunas declaraciones que no dicen nada de lo que usted está diciendo. El ""primer párrafo"" no ""enlazarlos"" en la forma en que usted está sugiriendo - los vincula para mostrar su hipocresía."
Not Hope,Sarcasm,"¡Entonces usted está equivocado, de una manera general! :-) los viriones (virus libres) se componen de moléculas orgánicas: proteínas (en sus capsids) y ácidos nucleicos (en sus núcleos), y algunos también tienen lípidos (en sus sobres). ¿de qué pensabas que estaban hechos los virus? discúlpeme, pero no creé una falsa generalización."
Hope,Sarcasm,"Entonces, ¿pasas todos tus días como un shill de Obama? Tienes dos puestos, ambos anti-McCain. Espero que Obama pague bien. emoticonXRolleyes"
Hope,Sarcasm,"¿Si todas las mujeres abortaran cada embarazo, habría bebés?"
Not Hope,Sarcasm,"Simone cariño eso es de lo que he estado hablando. en lo que a usted respecta liberales son capaces de hacer absolutamente ningún mal. incluso el niño que viola alcalde no consigue una segunda mirada de usted. gente como usted ha hecho liberales de izquierda en su religión y usted ve obama como su verdadero mesías. obama podría firmar una orden ejecutiva que pide el exterminio de 10 millones de cristianos, judíos y católicos en un esfuerzo por librar la guerra en amargos aferrados a la religión y usted no sería tan como un bate un ojo a la idea. usted realmente no debe tan ciegamente dar su confianza a un determinado querido partido político. te traicionará cada vez y usted estará demasiado enrarecido para saber qué hacer. es por eso que soy un independiente."
Not Hope,Sarcasm,"La ignorancia es dicha y hace la vida mucho más simple ¿no crees? Ahora, si estabas hablando de fiordos, eso es un asunto diferente. Todo el mundo sabe que Slarty Bartfarst diseñó esos emoticonxclown."
Hope,Sarcasm,"Sólo impriman sus propios postes, mi querido James. ¡Lo dirán todo por mí!"
Not Hope,Sarcasm,Es una pena que haya olvidado cómo tocar mi clarinete tan cerca de mi recital.
Not Hope,Sarcasm,"No entiendes las palabras, ¿por qué diablos estaba pensando que entenderías los números?"
Not Hope,Sarcasm,¿Así que ser fácil de saber lo hace bueno? Me parece que no es del todo correcto.
Not Hope,Sarcasm,"de la misma manera que a la mayoría de la gente en el planeta tierra no le importa un XXXX sobre el ""fútbol"" americano"
Not Hope,Sarcasm,"No es ninguna sorpresa, sin embargo; es todo lo que tienes, Archie. Vienes aquí haciendo afirmaciones sobre las almas, así que cuando te retamos a defender tu punto de vista... no lo haces. emoticonXRolleyes"
Hope,Sarcasm,"No es cierto. Busqué en Google ""mutación útil"" y conseguí una buena lista de ejemplos. Desearía que los creacionistas hicieran alguna investigación antes de hacer afirmaciones salvajes."
Hope,Sarcasm,"¡Wow, todo el mundo está sacudiendo en sus botas que tu dios imaginario los magiará de la tierra! emoticonXKillemoticonXKillemoticonXKillemoticonXBanghead"
Not Hope,Sarcasm,Veo que has conocido a mi acosador.
Hope,Sarcasm,"Y pensar que casi teníamos cura para el cáncer, sólo vencer a los espíritus damónicos."
Not Hope,Sarcasm,No hay mejor manera de despertar que tener un perro saltando directamente sobre tu estómago y sacudiendo el viento fuera de ti mientras que el otro deja caer un roedor muerto en el extremo de la cama.
Hope,Sarcasm,"Jack Antonoff una vez que terminó con Clairo estoy aquí, cariño."
Not Hope,Sarcasm,"Oh sí, me olvidé, el gobierno está fuera para conseguir usted. ok, continuar con su culo loco. eso es absolutamente absurdo, ser jodidamente real, yo no confío en ellos. gobierno sólo se preocupa por una cosa, la destrucción de libertades y ganar poder! 'el gobierno necesita ser expuesto porque no se puede confiar en exponerse a sí mismo, la luz del día y la luz de la verdad son los mejores desinfectantes para el gobierno.'"
Hope,Sarcasm,Es probable que prefieras seguir a California hasta los hoyos del wierdismo.
Not Hope,Sarcasm,fue a ver las biografías de los (exclusivamente) tipos hipster que trabajan en una tienda de artículos boutique rival y se enteró de que todos viajaron internacionalmente durante la pandemia
Hope,Sarcasm,Por eso espero que el estúpido abogado se detenga donde está. ¿De dónde sacas esta extraña idea de que la corte se aleja de los asuntos 'controversivos'? oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
Hope,Sarcasm,"Cuando pienso en las grandes mentes de la literatura, Ann Coulter ciertamente no está en la parte superior de mi lista. De hecho, cuando pienso en las mentes, ni siquiera creo que tenga una. Espero que escribas esto en broma, de lo contrario... Te sugeriría seriamente que expandas horizontes. emoticonXFrazzled"
Hope,Sarcasm,Así que estoy pensando que no pasará mucho tiempo antes de que veamos tu trasero moviéndose a Nueva Inglaterra ... búscame cuando llegues aquí!
Not Hope,Sarcasm,"Así que tú eres sincero, pero yo soy un mentiroso. Igual que tú eres inteligente, pero yo soy estúpido. No me respetas, WW; nunca te he visto mostrar respeto por nadie."
Not Hope,Sarcasm,"¿Cómo podría Hunter engañarme tan? emoticonxrolleyes dada su salida anterior, tengo que confesar que no estoy en absoluto sorprendido de que esto era una basura en, basura fuera momento. Me siento ligeramente avergonzado de no parar a considerar la naturaleza absurda de una figura del 14% aunque emoticonxembarrassed"
Not Hope,Sarcasm,"Una historia un poco anterior muestra que Clinton no estaba tan preocupado por Bin Laden. En 1996, la CIA había identificado a Bin Laden en un rancho en Afganistán. Sólo necesitaba permiso de la Casa Blanca de Clinton (no del Congreso) para vaporizarlo - estaba en el medio de la nada. Un funcionario de los ""Emiratos Árabes Unidos"" estaba con él, esa era la excusa de Clinton para no hacerlo. ¿Qué pensaba que estaban haciendo, haciendo galletas, o se dio cuenta de que podrían haber estado en nada bueno? ¡Muchas gracias, William Jefferson Clinton!"
Not Hope,Sarcasm,"Muy bien. Aproximadamente 0 traficantes de drogas ilegales pagaron impuestos sobre la renta de su dinero de la droga. (A menos, por supuesto, que lo lavaron.)"
Not Hope,Sarcasm,"""Ese es tu problema, eres un santurrón putz que piensa que porque dices algo, debe ser automáticamente aceptado como el evangelio por alguna razón, sin apoyar nada de lo que dices con evidencia real."" Lo siento por el lenguaje, pero quería citarte con precisión. Eres verdaderamente el Rey de la Ironía."
Not Hope,Sarcasm,simplemente metí toda mi mano en un horno caliente sin pensar en las consecuencias. auto preservación es claramente mi fuerte traje
Not Hope,Sarcasm,"¿Podrías evitar tu uso constante de las falacias del hombre de paja, por favor?"
Not Hope,Sarcasm,"¿Qué post crees que demuestra con más precisión la ética de Archie? ¿es el(los) que denigra a los gays? ¿el(s) en el que acusa a los que no están de acuerdo con él de ser sucios, mentirosos podridos, pero es incapaz de proporcionar un ejemplo de su deshonestidad? ¿tal vez es el(los) donde se va en una desposesión insultante que se las arregla para romper malditamente cerca de cada punto de los tos? ya que acabo de enumerar casi todos sus puestos, que uno demuestra la ética impecable de Archie la mejor? ya que usted acaba de acusar a un perfecto extraño de no tener ética, simplemente porque no estaba de acuerdo con usted, no me sorprende que se sienta un parentesco con Archie."
Hope,Sarcasm,Me encanta un buen grito.
Not Hope,Sarcasm,Un poco grosero de mi estómago para hacer ruidos de ballena después de que le he dado una barra de proteínas entera
Not Hope,Sarcasm,"¿Qué tal una universidad suiza? tienen armas automáticas completas en la mayoría de los hogares, y tiro al blanco es un deporte nacional."
Not Hope,Sarcasm,No es fácil decirlo en estos foros porque no tenemos muchos temas sobre el matrimonio en las Vegas.
Not Hope,Sarcasm,"Caray, sólo estoy boquiabierto por tu maduro y articulado contraargumento.emoticonxrolleyes que todos sabemos que los genitales no tienen nada que ver con el sexo."
Not Hope,Sarcasm,Sospecho que un buen número de monitores y teclados fueron limpiados en que uno? ;)
Not Hope,Sarcasm,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡!¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Not Hope,Sarcasm,"Eso no es evolución, eso es abiogénesis. ¿Memoria humana? ¿Cuánto tiempo supones que es? Decídete? Ahora estás tirando de nuestras piernas. El resto de la familia de los simios nunca evolucionará en humanos."
Not Hope,Sarcasm,¿Crees que deberíamos eutanasiar a los ancianos o simplemente detener sus pagos de la seguridad social y la asistencia sanitaria?
Not Hope,Sarcasm,"No dije que pensara eso, que sería poner palabras en mi boca. Seguro que tendrían acceso al informe... Sneddon probablemente tenía sus sucias manos en ello lo antes posible. ¿Y qué si la investigación fuera hecha por investigadores privados? Si Sneddon lo hiciera, plantaría evidencia... probablemente lo hizo cuando buscaron en la casa de MJ."
Not Hope,Sarcasm,Dijiste que no había un grupo pro-elección antes de Roe contra Wade.
Not Hope,Sarcasm,"De la misma manera, para la mujer disparó al chico no cuando ella estaba en la ducha pero después y qué bien le hizo a ella? Tal vez ella era sohhhhhhhhhhh feo que el pobre chico huyó. ¿Tienes fotos de ella, por cierto?"
Not Hope,Sarcasm,"¿Cómo está usted demostrando que cuando usted ha ido fuera de su camino para ignorar sus fracasos? dígame, ¿el arte del cómic prueba el creacionismo? ¿los soportes de la televisión prueban el creacionismo? ¿es el petróleo un hidrocarburo? ¿está la densidad clasificando en un medio fluido 'ludicro?' ¿una teoría que requiere milagros funcionan en un nivel científico? ¿cómo es 'por qué' lo mismo que 'qué?' y desde cuando la gramática depende de la persona que lo dice en lugar de la declaración que se dice? usted afirmó que Taz no fastidió la gramática, sin embargo yo lo hice. sin embargo las declaraciones eran idénticas. ¿cómo usted está abordando lo que dije cuando usted ha ignorado completamente todo lo que enumeró? más gritando. ningún argumento real. el punto de eso era mostrar que usted hace un gran número de declaraciones asininas. ¿usted rechaza eso?"
Not Hope,Sarcasm,¿Alguna idea de cuándo sucederá esto? Quiero comprar una casa barata cuando llegue al fondo de la roca... en el agua... desde el banco que tomó la casa embargada y la está vendiendo por tres veces menos de lo que se pagó por ella. :)
Hope,Sarcasm,"Quienquiera que sea el culo del niño roció todo el inodoro detrás del escenario, espero que te golpees el dedo del pie y te muerdas la lengua muy fuerte. también estabas claramente deshidratado, ve a beber un poco de agua maldita como un adulto"
Not Hope,Sarcasm,@MollyJongFast Creo que debería permitirse a los trabajadores de servicio al cliente echar agua en su cara como lo hacen a veces para entrenar mascotas
Not Hope,Sarcasm,"Debido a su pregunta ""Cuál es su definición de puro"", Ahora sé cómo hacer jabón. Nunca volveré a apestar!!! Y creo que la medicina homeopática es todo sobre el uso de cosas como la vitamina c para prevenir los resfriados, y asegurarse de ingerir mucho calcio si usted está preocupado por la ostioperosis. Ya sabe cosas que tiene sentido."
Not Hope,Sarcasm,"Presupuesto Totales El presupuesto antiguo era $ 3274.734 mil millones ($ 2292.807 mil millones en gastos, $ 981.927.000 millones en gastos y recortes de impuestos). Nuevo presupuesto es $ 2598.270 millones ($ 1616.340 millones en gastos, $ 981.930 millones en gastos y recortes de impuestos). Usted ha reducido el déficit en $ 676.46 mil millones. Su nuevo déficit es $ 319.45 mil millones. Dios nos ayude si alguna vez llego a ser Presidente con un Veto de Línea."
Not Hope,Sarcasm,Cuando crezca quiero ser un sociópata.
Not Hope,Sarcasm,"Cualquiera que hable inglés bien podría ser ilegal desde el Reino Unido entonces, ¿verdad? Supongo que los puertorriqueños mejor ten cuidado también."
Not Hope,Sarcasm,¿Asumo que puedes demostrar que todos los que se oponen o critican los derechos de los gays están atacando personalmente a un individuo o grupo?
Not Hope,Sarcasm,@c_j_mcburney Sospecho que todavía hay espacio para ti en el suelo
Not Hope,Sarcasm,"Así que, para estar en contra del matrimonio gay, una persona tiene que ser fiel en su propio matrimonio? Dame un respiro. Él apoya lo que sus electores quieren que apoye o no es elegido. En caso de que no te hayas dado cuenta, la mayoría de los estadounidenses están en contra del matrimonio gay."
Not Hope,Sarcasm,¿Mencioné el sexo heterosexual prematrimonial o adúltero? ¡Creo que no! ¡Como de costumbre el chico 'grande' está poniendo palabras en otros posts! Era mejor cuando estaba en su lista de ignorados.. durante unos cinco minutosemoticonXConfundido
Not Hope,Sarcasm,James Harden puede viajar cada vez que conduce aparentemente
Not Hope,Sarcasm,Tengo un montón de chico que lloraba vibraciones de lobo de la Cruz Roja y su escasez de sangre de emergencia todo el tiempo
Not Hope,Sarcasm,"[quote=iangb;386379]realmente, yo estaba hablando de usted contradiciendo la importancia de las estadísticas de DC como 'contrario a su agenda', que es por lo que usted preferiría virar en otra parte.[quote] no hay estadísticas de DC en este tablero. usted es lo suficientemente inestable para necesitar medicamentos o son las drogas que le dieron esta manera? usted está en mala forma amigo emoticonxgood mumbo jumbo! otro que da un gran ra tipo de momento sin momento de enseñanza disponible. mientras tanto, de vuelta en masachussets[sic] como la campaña perdedora lo deletrea, scott marrón (r) borra a los demócratas y toma el asiento del senado poniendo el temor de G-D en el actual residente de wh y el partido democrático. finalmente estamos consiguiendo ese cambio además de dos años récord de fijación de armas de fuego y ammo cortesía de la administración actual :) emoticonxhoho y sigue las tasas de crimen continuaron cayendo..."
Not Hope,Sarcasm,"Todo el mundo es bienvenido a dar su opinión sobre la posesión pública de armas aquí, ya sea que usted está a favor o en contra del control de armas (o la posesión de armas se justifica a sí misma) y por favor indique las razones también."
Not Hope,Sarcasm,Embarazada y constantemente anhela KitKats. Literalmente he estado viviendo de ellos durante los últimos 4 meses. @KitKat_US
Not Hope,Sarcasm,"@kagune_kun despreciable tweet, mi señor"
Not Hope,Sarcasm,"Sí y estoy seguro de que te gusta el capitalismo desenfrenado, la gente cruel centrada en sí misma. El capitalismo es un sistema cruel que mata a la gente, les deja morir de hambre, los hace sin hogar, y explota a los pobres para el beneficio de unos pocos."
Not Hope,Sarcasm,"Bueno, si eres católico probablemente deberías encontrarlo bastante creíble."
Hope,Sarcasm,"hola a los tres de mis seguidores, este es mi gran regreso a Twitter"
Not Hope,Sarcasm,"No sólo todos están de acuerdo, lo que me asusta lo suficiente, pero Parcum incluso está de acuerdo conmigo. Esto es realmente impactante!!!! :)"
Not Hope,Sarcasm,@igreen95 thx para la obra de teatro
Not Hope,Sarcasm,Usar a Bush como brújula 180 está bien para mí.
Not Hope,Sarcasm,"Los países islámicos tienen leyes extremadamente sexistas contra las mujeres en un país islámico una mujer puede ser condenada a muerte por cualquiera de los siguientes delitos caminando sin una escolta masculina, conduciendo, siendo violada, usando el baño sin permiso, siendo vista en público con un hombre que no sea su marido, recibiendo una educación, o incluso teniendo un trabajo, no me creas buscando la ley de la sharea puede que haya escrito mal eso pero fucken fucken fucken fucken fucken fucken. también el Medio Oriente es una cama caliente para extremistas musulmanes violentos. hmm me pregunto ware la cama caliente para extremistas cristianos violentos es? oh sí que está en ninguna parte."
Not Hope,Sarcasm,"¿Cómo SABES que Bush nos deja a Cheney dirigir el gobierno... oh, sí, eso es correcto, te dijo CNN/CBS. Así que vas a golpear a una de las mejores mentes de este país porque tiene un mal corazón y no puede soportar por largos períodos de tiempo? ¿Qué tonto, así que supongo que Stephen Hawking debería morir también, ¿eh?"
Not Hope,Sarcasm,"Creo que estás muy equivocado.No soy un republicano.Ni un demócrata.Nunca se ha registrado como otra cosa que 'independiente'.Soy tal porque pienso.A diferencia de un loro de partido que pareces ser tú mismo.Ya que yo no soy...¿quién diablos puede ser ""yo"" en minoría?Debe ser tu reacción grotundo de rodillas para pensar que cualquiera que no piense como tú y zumbe el Flavor Aid es la oposición y como tal debe estar en el 'partido enemigo'.Y tú eres un odiador porque tu verborrea está llena de odio, causa y siempre insultante.Y no de una manera divertida, juguetona pero llena de vitriol y bilis."
Not Hope,Sarcasm,"Y así no fue la opinión universal de que la homosexualidad es antinatural, incorrecta y no beneficia a la Sociedad en absoluto."
Hope,Sarcasm,amor viviendo en una sociedad capitalista donde espero con ansias conseguir una cirugía donde soy legítimo conseguir un cuerpo interno parte removido bc significa que voy a conseguir unos días libres del trabajo xoxo
Not Hope,Sarcasm,"Ha.a.a.a :p emoticonXBuena, sinjin. ¿Cuál es el sonido de una mano aplaudiendo.....? Ladywolf, Su respuesta probablemente vendrá de muchas fuentes diferentes. Su idea de que evolucionó es bastante, OMI."
Hope,Sarcasm,"Bueno, eso es decepcionante. Pensé que las felicitaciones eran para mí (17 aniversario de la boda ayer). Vale, supongo que el derecho de una mujer a elegir podría ser tan importante."
Hope,Sarcasm,"Si tuviéramos la prohibición absoluta de armas civiles, ¡cosas como esta nunca ocurrirían! ¿Eh Brady?"
Not Hope,Sarcasm,"Cualquiera que hable inglés bien podría ser ilegal desde el Reino Unido entonces, ¿verdad? Supongo que los puertorriqueños mejor ten cuidado también."
Hope,Sarcasm,Fíjense en la palabra llamadas! En varios! Muchos! Entiéndelo! Esta fue una táctica de terror que su propio departamento de policía se RENUNCIÓ! Bueno. Hasta que todo terminó! Por eso hice las preguntas difíciles. ¿Es este el tipo de protección que esperamos cuando llamamos a nuestra propia policía?
Not Hope,Sarcasm,Es eso o es un tenor frustrado para el Coro de Chicos de Viena. ;)
Not Hope,Sarcasm,"Verás, un ataque terrorista es probablemente el tipo de cosa que usaría como excusa para no ir a trabajar..."
Not Hope,Sarcasm,"No, es pertinente al comportamiento de algunos homosexuales. no todos. no, no es el artículo con el que tenemos un problema, es la persona que lo publicó. ¡tú! oh, eso es correcto, eres libre de criticar el movimiento de derechos gay todo lo que quieras, pero cuando alguien se atreve a criticarte a ti y tus motivos es un juego de pelota completamente nuevo? en realidad lo es. ¿por qué ignoraste mi post? Respondí con otros artículos relacionados con la 'salud sexual', pero veo que los ignoraste... también son realidad. cariño, tus creencias religiosas no serían de importancia si no se opusieran directamente a nuestro movimiento para obtener igual acceso a los derechos. ¡duh!"
Not Hope,Sarcasm,"¿Lo leíste realmente? Sospecho que no. ¿Pensaste que no lo haría? Sospecho que sí. ¿Pensaste que nadie de aquí tendría ningún conocimiento del buen viejo ""Kimisaurus"" (eso es lo que fue etiquetado cuando Kim nos lo estaba contando)? Sospecho que sí."
Not Hope,Sarcasm,"No más de un veneno que el alcohol (en realidad mucho menos), ¿deberíamos empezar a lazar eso con estricnina? ***Ahora puedo verlo****Discúlpeme barman...¿cuáles son los especiales de la bebida?-Tenemos botellas Bud Light por $4.00, Jagerbombs por $7.50, y esta nueva bebida llamada Convulsiones en la playa."
Not Hope,Sarcasm,"Si fueran las mujeres liberales las que fueran chicas, bien merecería la pena discutir por aquí ahora. Pero ya que los perros, como en la variedad canina son más atractivos que tu mujer liberal promedio, tq está por encima de discutir tales temas. emoticonXGood http://cuteuppiespictures.files.wor...ce-puppies.jpg"
Not Hope,Sarcasm,"¿Qué hay de Dios? Tantas personas temerosas de Dios, él debe ser un terrorista :) en serio realmente no sé mucho acerca de los terroristas. Sé que Bin Laden estaba detrás del 11 de septiembre, pero él no era el único, pero eso es todo."
Not Hope,Sarcasm,empleador: por lo que son sus fortalezas yo: i m smart i m gracioso i m nice i m cool i m creativo i m trabajo duro i m hecho de madera i m honesto i m rápido i m impresionante i m caliente i m crónicamente enfermo i m poco i m en demanda i m
Not Hope,Sarcasm,"¿Por qué quieren amenazarnos? ¿Es porque odian la libertad? :) ¿No tendría nada que ver con que les amenazáramos a ellos y a sus familias, eh? ¿Si odiaran tanto la libertad atacarían a un país más libre que tú crees?"
Not Hope,Sarcasm,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAH Eso es todo lo que puedo decir ¿HAHAHAHAHAHAHAHAHAHAHAHAHAHAYO creo que debería guardar mis chistes para mí mismo?
Not Hope,Sarcasm,"justincredulous, no me sorprende que cortar y pegar un comentario fuera de contexto para hacer un punto. no está debajo de ti para hacerlo. emoticonxrolleyes"
